"Acad Org","Class Nbr","Subj","CRS","Session","Cmp","Sctn","Days","Start Time","End Time","Mtg Start Date","Mtg End Date","Duration","Instruction Mode","Campus","Loctn","Building","Room","Instr","Status","Enrl Cap","Enrl Tot","Wait Cap","Wait Tot","Cmbnd ID","Cmbnd Descr","Cmbnd Enrl Tot","Cmbnd Enrl Cap"
"COMPSCI","90973","CSE"," 101","A","LEC",="01","MWF","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Kevin McDonnell","A","    210","      0","     70","      0","","","",""
"COMPSCI","91019","CSE"," 101","A","LAB",="L01","RETU","09:45 AM","10:40 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91020","CSE"," 101","A","LAB",="L02","RETH","09:45 AM","10:40 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91021","CSE"," 101","A","LAB",="L03","RETU","11:30 AM","12:25 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91022","CSE"," 101","A","LAB",="L04","RETH","11:30 AM","12:25 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91113","CSE"," 101","A","LAB",="L05","RETU","01:15 PM","02:10 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91114","CSE"," 101","A","LAB",="L06","RETH","01:15 PM","02:10 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","94520","CSE"," 101","A","LAB",="L07","RETU","03:00 PM","03:55 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Kevin McDonnell","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","94698","CSE"," 101","A","LEC",="50","TUTH","05:00 PM","06:20 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","IAP","TBA",="TBA","Alexander Kuhn","A","      1","      0","      0","      0"," "," "," "," "
"COMPSCI","89325","CSE"," 114","A","LEC",="01","TUTH","04:45 PM","06:05 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Paul Fodor; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","    120","      0","     40","      0"," "," "," "," "
"COMPSCI","91494","CSE"," 114","A","LAB",="L01","MW","08:30 AM","09:50 AM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Paul Fodor; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","89326","CSE"," 114","A","LAB",="L02","MW","02:40 PM","04:00 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Paul Fodor; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","89327","CSE"," 114","A","LAB",="L03","MW","04:25 PM","05:45 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Paul Fodor; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","89328","CSE"," 114","A","LAB",="L04","MW","06:05 PM","07:25 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Paul Fodor; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","90974","CSE"," 114","A","LEC",="02","MW","04:25 PM","05:45 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Praveen Tripathi; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","    120","      0","     40","      0"," "," "," "," "
"COMPSCI","91495","CSE"," 114","A","LAB",="L05","TUTH","06:30 PM","07:50 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Praveen Tripathi; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","90814","CSE"," 114","A","LAB",="L06","TUTH","09:45 AM","11:05 AM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Praveen Tripathi; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","90870","CSE"," 114","A","LAB",="L07","TUTH","04:45 PM","06:05 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Praveen Tripathi; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91037","CSE"," 114","A","LAB",="L08","TUTH","01:15 PM","02:35 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Praveen Tripathi; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA; TBA","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","94731","CSE"," 114","A","LEC",="50","MW","02:00 PM","03:20 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","IAP","TBA",="TBA","Antonino Mione","A","      1","      0","      0","      0"," "," "," "," "
"COMPSCI","94730","CSE"," 114","A","LAB",="L50","TUTH","02:00 PM","03:20 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","IAP","TBA",="TBA","Antonino Mione","A","      1","      0","      0","      0"," "," "," "," "
"COMPSCI","91632","CSE"," 150","A","LEC",="01","TUTH","03:00 PM","04:20 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","R. Sekar","A","     40","      0","     10","      0"," "," "," "," "
"COMPSCI","91631","CSE"," 150","A","REC",="R01","RETU","04:45 PM","05:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","R. Sekar","A","     20","      0","      5","      0"," "," "," "," "
"COMPSCI","94776","CSE"," 150","A","REC",="R02","RETU","04:45 PM","05:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","R. Sekar","A","     20","      0","      5","      0"," "," "," "," "
"COMPSCI","89216","CSE"," 214","A","LEC",="01","TUTH","08:00 AM","09:20 AM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ahmad Esmaili","A","    140","      0","     36","      0"," "," "," "," "
"COMPSCI","89217","CSE"," 214","A","REC",="R01","RECM","02:40 PM","03:35 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ahmad Esmaili","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","89218","CSE"," 214","A","REC",="R02","RECW","04:25 PM","05:20 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ahmad Esmaili","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","89219","CSE"," 214","A","REC",="R03","RECM","04:25 PM","05:20 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ahmad Esmaili","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","89220","CSE"," 214","A","REC",="R04","RECF","02:40 PM","03:35 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ahmad Esmaili","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","91107","CSE"," 214","A","LEC",="02","MW","06:05 PM","07:25 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","    140","      0","     32","      0"," "," "," "," "
"COMPSCI","90765","CSE"," 214","A","REC",="R05","RECM","01:00 PM","01:55 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ritwik Banerjee","A","     35","      0","      5","      0"," "," "," "," "
"COMPSCI","91496","CSE"," 214","A","REC",="R06","RECM","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ritwik Banerjee","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","91108","CSE"," 214","A","REC",="R07","RECW","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ritwik Banerjee","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","91298","CSE"," 214","A","REC",="R08","RECW","02:40 PM","03:35 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Ritwik Banerjee","A","     35","      0","      9","      0"," "," "," "," "
"COMPSCI","90549","CSE"," 215","A","LEC",="01","TUTH","09:45 AM","11:05 AM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Pramod Ganapathi","A","     90","      0","     30","      0"," "," "," "," "
"COMPSCI","90593","CSE"," 215","A","REC",="R01","RECM","09:15 AM","10:10 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","90594","CSE"," 215","A","REC",="R02","RECW","09:15 AM","10:10 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91109","CSE"," 215","A","REC",="R03","RECM","10:30 AM","11:25 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91036","CSE"," 215","A","LEC",="02","TUTH","01:15 PM","02:35 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Pramod Ganapathi","A","     90","      0","     30","      0"," "," "," "," "
"COMPSCI","91110","CSE"," 215","A","REC",="R04","RECW","10:30 AM","11:25 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2114","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91111","CSE"," 215","A","REC",="R05","RECM","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91112","CSE"," 215","A","REC",="R06","RECW","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","COMPUTER SCI",="2129","Pramod Ganapathi","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","94700","CSE"," 215","A","LEC",="90","MW","03:30 PM","04:50 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","IAP","TBA",="TBA","Chi Him Wong","A","      1","      0","      0","      0"," "," "," "," "
"COMPSCI","94699","CSE"," 215","A","REC",="R90","RECW","10:30 AM","11:23 AM","23-AUG-2021","16-DEC-2021","   53","In Person","WEST","IAP","TBA",="TBA","Chi Him Wong","A","      1","      0","      0","      0"," "," "," "," "
"COMPSCI","91485","CSE"," 216","A","LEC",="01","MW","02:40 PM","04:00 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","    180","      0","     10","      0"," "," "," "," "
"COMPSCI","91486","CSE"," 216","A","REC",="R01","RETU","08:00 AM","08:55 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91487","CSE"," 216","A","REC",="R02","RETH","09:45 AM","10:40 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91488","CSE"," 216","A","REC",="R03","RETU","06:30 PM","07:25 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91489","CSE"," 216","A","REC",="R04","RETH","08:00 AM","08:55 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91490","CSE"," 216","A","REC",="R05","RETU","09:45 AM","10:40 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","91491","CSE"," 216","A","REC",="R06","RETH","06:30 PM","07:25 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Ritwik Banerjee","A","     30","      0","     10","      0"," "," "," "," "
"COMPSCI","89221","CSE"," 220","A","LEC",="01","TUTH","03:00 PM","04:20 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","    180","      0","     74","      0"," "," "," "," "
"COMPSCI","89222","CSE"," 220","A","REC",="R01","RECM","10:30 AM","11:25 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","89223","CSE"," 220","A","REC",="R02","RECW","10:30 AM","11:25 AM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","89224","CSE"," 220","A","REC",="R03","RECM","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91018","CSE"," 220","A","REC",="R04","RECW","11:45 AM","12:40 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91299","CSE"," 220","A","REC",="R07","RECM","01:00 PM","01:55 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","91497","CSE"," 220","A","REC",="R08","RECW","02:40 PM","03:35 PM","23-AUG-2021","16-DEC-2021","   55","In Person","WEST","WESTCAMPUS","TBA",="TBA","Joydeep Mitra","A","     30","      0","      9","      0"," "," "," "," "
"COMPSCI","90469","CSE"," 260","A","LEC",="01","MW","04:25 PM","05:45 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Paul Fodor","A","     50","      0","     10","      0"," "," "," "," "
"COMPSCI","91095","CSE"," 261","A","LAB",="L01","MW","06:05 PM","07:25 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","Paul Fodor","A","     50","      0","     10","      0"," "," "," "," "
"COMPSCI","89225","CSE"," 300","A","LEC",="01","TUTH","11:30 AM","12:50 PM","23-AUG-2021","16-DEC-2021","   80","In Person","WEST","WESTCAMPUS","TBA",="TBA","TBA","A","     35","      0","      0","      0","0237","CSE/ISE 300.01 xlist","    0","   35"
